structure abbreviation,ARA ontology order,structure ID,full structure name,Major Brain Division,Mouse line,Image id,Dataset type,Transgenic Signal in CCF structure,Connectivity Source Injection Site,ABA gene name,Link to image viewer or download location for individual high resolution images (n.b. only jp2 files are at BIL),Link to 25 um Tg line grid data (.nrrd files),Link to cortical surface views (.nrrd files)
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=255,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,C57Bl/6J,126710740,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/126710740,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,C57BL/6J,72339557,ISH (ABA),n/a,n/a,Tcf7l2,http://mouse.brain-map.org/experiment/show/72339557,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,C57BL/6J,73592530,ISH (ABA),n/a,n/a,Igfbp5,http://mouse.brain-map.org/experiment/show/73592530,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,C57BL/6J,75144656,ISH (ABA),n/a,n/a,Synpo2,http://mouse.brain-map.org/experiment/show/75144656,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,Grm2-Cre_MR90,287173396,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/287173396,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,Sim1-Cre_KJ18,127396760,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/127396760,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,Slc17a6-IRES-Cre,159374329,Connectivity (Source -> Target),n/a,SUB,n/a,http://connectivity.brain-map.org/projection/experiment/159374329,,
AM,780,127,Anteromedial nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=127,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Slc17a8-iCre;Ai14,540144158,Tg lines,xx,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351543/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Cux2-CreERT2;Ai14,475359813,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475359813?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Grp-Cre_KH288;Ai14,485023521,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485023521?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Htr3a-Cre_NO152;Ai14,541696054,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541696054?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Slc17a8-IRES2-Cre;Ai14,546106894,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/546106894?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,C57Bl/6J,112458114,Connectivity (Source -> Target),n/a,ACAd,n/a,http://connectivity.brain-map.org/projection/experiment/112458114,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,C57BL/6J,71924502,ISH (ABA),n/a,n/a,LOC432748,http://mouse.brain-map.org/experiment/show/71924502,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,C57BL/6J,75774114,ISH (ABA),n/a,n/a,Sult1a1,http://mouse.brain-map.org/experiment/show/75774114,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,C57BL/6J,77280576,ISH (ABA),n/a,n/a,Tnnt1,http://mouse.brain-map.org/experiment/show/77280576,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Grik4-Cre,167571459,Connectivity (Source -> Target),n/a,AM,n/a,http://connectivity.brain-map.org/projection/experiment/167571459,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Grm2-Cre_MR90,182182936,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/182182936,,
AMd,781,1096,"Anteromedial nucleus, dorsal part",Thalamus,Slc17a6-IRES-Cre,159374329,Connectivity (Source -> Target),n/a,SUB,n/a,http://connectivity.brain-map.org/projection/experiment/159374329,,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Slc17a8-iCre;Ai14,540144158,Tg lines,xx,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351543/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Grp-Cre_KH288;Ai14,485023521,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485023521?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Slc17a8-IRES2-Cre;Ai14,546106894,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/546106894?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,C57BL/6J,71924502,ISH (ABA),n/a,n/a,LOC432748,http://mouse.brain-map.org/experiment/show/71924502,,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,C57BL/6J,75774114,ISH (ABA),n/a,n/a,Sult1a1,http://mouse.brain-map.org/experiment/show/75774114,,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,C57BL/6J,77280576,ISH (ABA),n/a,n/a,Tnnt1,http://mouse.brain-map.org/experiment/show/77280576,,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Grm2-Cre_MR90,182182936,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/182182936,,
AMv,782,1104,"Anteromedial nucleus, ventral part",Thalamus,Slc17a6-IRES-Cre,159374329,Connectivity (Source -> Target),n/a,SUB,n/a,http://connectivity.brain-map.org/projection/experiment/159374329,,
AD,783,64,Anterodorsal nucleus,Thalamus,Rorb-IRES2-Cre;Ai110 ,397902626,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500313299/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AD,783,64,Anterodorsal nucleus,Thalamus,Chrna2-Cre_OE25;Ai14,475355989,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475355989?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AD,783,64,Anterodorsal nucleus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AD,783,64,Anterodorsal nucleus,Thalamus,Gal-Cre_KI87;Ai14,484773406,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484773406?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AD,783,64,Anterodorsal nucleus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AD,783,64,Anterodorsal nucleus,Thalamus,Adcyap1-2A-Cre,558673113,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/558673113,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=64,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57Bl/6J,126710740,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/126710740,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57Bl/6J,158314987,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/158314987,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,70634149,ISH (ABA),n/a,n/a,Tesc,http://mouse.brain-map.org/experiment/show/70634149,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,71587929,ISH (ABA),n/a,n/a,C1ql2,http://mouse.brain-map.org/experiment/show/71587929,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,73592530,ISH (ABA),n/a,n/a,Igfbp5,http://mouse.brain-map.org/experiment/show/73592530,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,73817925,ISH (ABA),n/a,n/a,Kcnab3,http://mouse.brain-map.org/experiment/show/73817925,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,74512048,ISH (ABA),n/a,n/a,Nefh,http://mouse.brain-map.org/experiment/show/74512048,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,75144656,ISH (ABA),n/a,n/a,Synpo2,http://mouse.brain-map.org/experiment/show/75144656,,
AD,783,64,Anterodorsal nucleus,Thalamus,C57BL/6J,76085742,ISH (ABA),n/a,n/a,Nlk,http://mouse.brain-map.org/experiment/show/76085742,,
AD,783,64,Anterodorsal nucleus,Thalamus,Plxnd1-Cre_OG1,293368154,Connectivity (Source -> Target),n/a,LHA,n/a,http://connectivity.brain-map.org/projection/experiment/293368154,,
AD,783,64,Anterodorsal nucleus,Thalamus,Sim1-Cre_KJ18,127396760,Connectivity (Source -> Target),n/a,MM,n/a,http://connectivity.brain-map.org/projection/experiment/127396760,,
AD,783,64,Anterodorsal nucleus,Thalamus,Slc17a6-IRES-Cre,159374329,Connectivity (Source -> Target),n/a,SUB,n/a,http://connectivity.brain-map.org/projection/experiment/159374329,,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Calb2-IRES-Cre;Ai14,480172055,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/480172055?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Grp-Cre_KH288;Ai14,485023521,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485023521?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Htr3a-Cre_NO152;Ai14,541696054,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541696054?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Calb1-IRES2-Cre;Ai14,569992572,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/569992572?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=1120,,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,C57BL/6J,74640882,ISH (ABA),n/a,n/a,Epha1,http://mouse.brain-map.org/experiment/show/74640882,,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,C57BL/6J,77332086,ISH (ABA),n/a,n/a,Nmbr,http://mouse.brain-map.org/experiment/show/77332086,,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Syt6-Cre_KI148,159330754,Connectivity (Source -> Target),n/a,ACAd,n/a,http://connectivity.brain-map.org/projection/experiment/159330754,,
IAM,784,1120,Interanteromedial nucleus of the thalamus,Thalamus,Syt6-Cre_KI148,299829892,Connectivity (Source -> Target),n/a,ACAv,n/a,http://connectivity.brain-map.org/projection/experiment/299829892,,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,Calb1-IRES2-Cre;Ai14,569992572,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/569992572?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=1113,,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,C57Bl/6J,158258062,Connectivity (Source -> Target),n/a,VMH,n/a,http://connectivity.brain-map.org/projection/experiment/158258062,,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,C57BL/6J,75144656,ISH (ABA),n/a,n/a,Synpo2,http://mouse.brain-map.org/experiment/show/75144656,,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,Slc32a1-IRES-Cre,171066613,Connectivity (Source -> Target),n/a,ZI,n/a,http://connectivity.brain-map.org/projection/experiment/171066613,,
IAD,785,1113,Interanterodorsal nucleus of the thalamus,Thalamus,Vipr2-Cre_KE2,267959197,Connectivity (Source -> Target),n/a,PF,n/a,http://connectivity.brain-map.org/projection/experiment/267959197,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
